#{"t_start": 1691064604.8087392, "env_id": null}
r,l,t
-0.96875,5,1.087482
-0.96875,5,1.088667
0.0,6,1.090078
0.0,6,1.091594
-0.96875,5,1.092825
-0.9375,4,1.094334
-0.96875,5,1.09571
-0.96875,5,1.096984
-0.96875,5,1.09823
0.0,6,1.099794
-0.96875,5,1.101009
0.0,6,1.102533
0.0,6,1.103981
0.0,6,1.105349
0.0,6,1.106787
0.0,6,1.10826
0.0,6,1.109663
-0.9375,4,1.11057
0.0,6,1.111852
-0.96875,5,1.113063
0.0,6,1.114344
0.0,6,1.115674
0.0,6,1.116949
-0.96875,5,1.118108
0.0,6,1.119445
-0.96875,5,1.120523
-0.9375,4,1.121398
-0.96875,5,1.122561
-0.96875,5,1.123698
-0.9375,4,1.124617
0.0,6,1.126181
-0.96875,5,1.127342
-0.96875,5,1.128604
0.0,6,1.129862
-0.9375,4,1.130726
-0.96875,5,1.131867
0.0,6,1.133183
0.0,6,1.134517
0.0,6,1.135878
0.0,6,1.137201
0.0,6,1.138511
-0.9375,4,1.13938
-0.96875,5,1.140635
0.0,6,1.14245
-0.96875,5,1.143831
-0.96875,5,1.145026
-0.9375,4,1.145939
0.0,6,1.147398
0.0,6,1.148796
-0.96875,5,1.150099
-0.9375,4,1.150999
0.0,6,1.152438
0.0,6,1.15371
0.0,6,1.155042
-0.9375,4,1.155966
-0.96875,5,1.157342
-0.9375,4,1.158527
0.0,6,1.160155
0.0,6,1.161474
0.0,6,1.163075
-0.96875,5,1.164162
-0.96875,5,1.165294
-0.96875,5,1.166513
-0.96875,5,1.16778
-0.96875,5,1.168847
0.0,6,1.170106
0.0,6,1.171737
-0.9375,4,1.172906
-0.9375,4,1.173965
-0.9375,4,1.175341
-0.96875,5,1.177001
0.0,6,1.178529
-0.96875,5,1.179687
-0.96875,5,1.180865
0.0,6,1.182365
0.0,6,1.183959
-0.96875,5,1.185196
-0.96875,5,1.186475
-0.96875,5,1.187685
0.0,6,1.189192
0.0,6,1.190847
-0.9375,4,1.192288
-0.96875,5,1.193814
0.0,6,1.195516
0.0,6,1.197007
0.0,6,1.198568
0.0,6,1.200083
0.0,6,1.201856
-0.96875,5,1.203136
0.0,6,1.204621
-0.96875,5,1.206115
0.0,6,1.208163
0.0,6,1.210014
-0.9375,4,1.2111
-0.96875,5,1.21242
-0.96875,5,1.213844
0.0,6,1.215438
-0.96875,5,1.216868
0.0,6,1.2184
0.0,6,1.22008
0.0,6,1.221578
0.0,6,1.223152
0.0,6,1.224649
0.0,6,1.226274
-0.96875,5,1.227521
0.0,6,1.229002
-0.96875,5,1.230199
0.0,6,1.231666
-0.96875,5,1.232918
-0.96875,5,1.234094
0.0,6,1.235457
-0.96875,5,1.236712
0.0,6,1.238003
0.0,6,1.239335
0.0,6,1.240625
-0.96875,5,1.241783
0.0,6,1.243122
-0.9375,4,1.244002
-0.96875,5,1.245089
0.0,6,1.246689
-0.96875,5,1.247777
-0.96875,5,1.248862
0.0,6,1.250197
0.0,6,1.25183
-0.9375,4,1.252746
0.0,6,1.254324
0.0,6,1.255648
0.0,6,1.257106
0.0,6,1.258426
0.0,6,1.259823
0.0,6,1.261114
