#{"t_start": 1691064728.5882711, "env_id": null}
r,l,t
0.0,6,0.968068
0.0,6,0.969764
0.0,6,0.971469
0.0,6,0.973327
0.0,6,0.974977
0.0,6,0.976538
0.0,6,0.978143
-0.96875,5,0.979504
0.0,6,0.980987
-0.96875,5,0.982312
-0.96875,5,0.98373
-0.9375,4,0.985211
0.0,6,0.986984
-0.96875,5,0.988408
-0.96875,5,0.989752
0.0,6,0.99137
0.0,6,0.992925
0.0,6,0.994412
-0.96875,5,0.995729
0.0,6,0.997302
-0.9375,4,0.998381
0.0,6,0.999975
-0.96875,5,1.001294
0.0,6,1.002933
-0.96875,5,1.004222
-0.9375,4,1.005198
-0.96875,5,1.006435
-0.9375,4,1.007538
0.0,6,1.008917
0.0,6,1.010336
-0.96875,5,1.011505
-0.9375,4,1.012524
-0.96875,5,1.013684
-0.96875,5,1.014887
0.0,6,1.01673
0.0,6,1.018227
-0.9375,4,1.019157
0.0,6,1.020494
0.0,6,1.021882
-0.96875,5,1.023099
-0.9375,4,1.02402
-0.96875,5,1.025146
-0.96875,5,1.026322
0.0,6,1.027794
-0.96875,5,1.028922
-0.96875,5,1.030056
0.0,6,1.031844
0.0,6,1.033424
-0.96875,5,1.034734
0.0,6,1.036106
-0.96875,5,1.037354
-0.96875,5,1.038803
-0.9375,4,1.039841
-0.96875,5,1.04131
0.0,6,1.042925
-0.96875,5,1.044236
0.0,6,1.045579
-0.9375,4,1.046501
-0.96875,5,1.047635
0.0,6,1.049295
0.0,6,1.050684
0.0,6,1.052109
0.0,6,1.053433
-0.96875,5,1.054874
-0.96875,5,1.056846
-0.96875,5,1.058517
-0.96875,5,1.059992
-0.96875,5,1.061633
-0.96875,5,1.062877
-0.96875,5,1.064141
-0.96875,5,1.065535
0.0,6,1.067265
-0.9375,4,1.068364
0.0,6,1.069905
-0.96875,5,1.071229
-0.96875,5,1.072705
0.0,6,1.074279
-0.96875,5,1.07561
-0.96875,5,1.076885
-0.96875,5,1.078216
-0.96875,5,1.07942
-0.96875,5,1.080648
-0.9375,4,1.081574
-0.96875,5,1.08289
-0.96875,5,1.08449
-0.96875,5,1.0859
-0.96875,5,1.08734
-0.96875,5,1.088646
0.0,6,1.090248
-0.96875,5,1.091581
-0.96875,5,1.092846
-0.96875,5,1.094199
0.0,6,1.095709
0.0,6,1.097104
-0.96875,5,1.098531
0.0,6,1.100407
0.0,6,1.102227
0.0,6,1.103894
0.0,6,1.105424
-0.96875,5,1.107012
-0.96875,5,1.108395
0.0,6,1.110078
-0.96875,5,1.111483
0.0,6,1.11315
0.0,6,1.114911
-0.96875,5,1.116432
-0.9375,4,1.117923
-0.96875,5,1.119595
0.0,6,1.121299
0.0,6,1.122861
0.0,6,1.12448
0.0,6,1.126189
-0.9375,4,1.127274
-0.96875,5,1.128596
-0.9375,4,1.129683
-0.9375,4,1.130821
-0.96875,5,1.132173
-0.96875,5,1.133633
-0.96875,5,1.135035
-0.96875,5,1.136493
-0.9375,4,1.137553
0.0,6,1.139135
-0.96875,5,1.140443
-0.96875,5,1.142005
0.0,6,1.143576
-0.96875,5,1.144822
0.0,6,1.146358
0.0,6,1.147981
0.0,6,1.149513
-0.9375,4,1.150487
-0.96875,5,1.151672
0.0,6,1.153253
-0.96875,5,1.154428
-0.96875,5,1.155551
0.0,6,1.157097
-0.96875,5,1.159724
0.0,6,1.161342
0.0,6,1.162835
-0.96875,5,1.164072
-0.9375,4,1.165402
-0.96875,5,1.166769
0.0,6,1.168467
0.0,6,1.170127
0.0,6,1.171919
-0.9375,4,1.17311
0.0,6,1.174697
0.0,6,1.176325
-0.96875,5,1.177734
0.0,6,1.179253
0.0,6,1.180843
-0.96875,5,1.182131
0.0,6,1.183969
0.0,6,1.185842
-0.96875,5,1.187346
0.0,6,1.18902
-0.9375,4,1.190311
0.0,6,1.19187
-0.96875,5,1.193224
-0.96875,5,1.194502
0.0,6,1.196072
0.0,6,1.19758
-0.9375,4,1.19881
0.0,6,1.200708
-0.96875,5,1.202567
0.0,6,1.204264
0.0,6,1.205952
0.0,6,1.207626
0.0,6,1.209456
0.0,6,1.211163
0.0,6,1.212786
-0.96875,5,1.21411
-0.96875,5,1.215813
-0.96875,5,1.217584
-0.96875,5,1.219297
-0.96875,5,1.220718
-0.96875,5,1.222181
0.0,6,1.223953
-0.96875,5,1.225331
-0.96875,5,1.22671
0.0,6,1.228471
0.0,6,1.230086
-0.96875,5,1.231552
-0.96875,5,1.233247
0.0,6,1.2354
-0.96875,5,1.23687
0.0,6,1.238541
0.0,6,1.240106
0.0,6,1.241859
0.0,6,1.243431
0.0,6,1.245069
0.0,6,1.246599
-0.96875,5,1.248176
-0.9375,4,1.2493
0.0,6,1.250903
0.0,6,1.252549
-0.96875,5,1.253964
0.0,6,1.255482
-0.9375,4,1.256631
0.0,6,1.258411
-0.96875,5,1.259844
0.0,6,1.261457
-0.96875,5,1.262771
0.0,6,1.264273
0.0,6,1.266001
0.0,6,1.267604
0.0,6,1.2692
0.0,6,1.270738
0.0,6,1.27244
-0.96875,5,1.273735
-0.96875,5,1.274975
-0.96875,5,1.276227
-0.96875,5,1.277613
-0.96875,5,1.278839
0.0,6,1.280223
-0.9375,4,1.281138
-0.96875,5,1.282352
-0.96875,5,1.283471
0.0,6,1.284855
-0.96875,5,1.285979
0.0,6,1.287382
0.0,6,1.288958
0.0,6,1.290612
0.0,6,1.292441
-0.96875,5,1.293941
-0.96875,5,1.295114
0.0,6,1.296523
-0.96875,5,1.297667
-0.9375,4,1.2989
-0.96875,5,1.300074
-0.96875,5,1.301324
-0.96875,5,1.302486
0.0,6,1.303932
0.0,6,1.305331
0.0,6,1.306946
-0.96875,5,1.308392
0.0,6,1.310159
0.0,6,1.311892
-0.96875,5,1.313087
-0.96875,5,1.314294
0.0,6,1.316054
0.0,6,1.317607
-0.96875,5,1.318948
0.0,6,1.320564
-0.96875,5,1.321963
0.0,6,1.323533
-0.9375,4,1.324739
0.0,6,1.326689
-0.96875,5,1.328187
-0.9375,4,1.329262
-0.96875,5,1.330847
0.0,6,1.332477
-0.96875,5,1.333979
0.0,6,1.335697
0.0,6,1.33729
0.0,6,1.338899
0.0,6,1.340777
0.0,6,1.342755
-0.96875,5,1.344559
-0.96875,5,1.345949
-0.96875,5,1.347488
-0.96875,5,1.348945
0.0,6,1.350733
-0.96875,5,1.352195
0.0,6,1.353911
-0.96875,5,1.355501
-0.96875,5,1.357152
0.0,6,1.359117
-0.96875,5,1.360867
-0.96875,5,1.362304
-0.96875,5,1.363645
-0.96875,5,1.364977
-0.96875,5,1.366575
0.0,6,1.368318
-0.96875,5,1.369726
-0.9375,4,1.37083
-0.96875,5,1.372272
0.0,6,1.373918
0.0,6,1.375486
0.0,6,1.377104
0.0,6,1.378706
-0.96875,5,1.380076
0.0,6,1.381618
-0.9375,4,1.382677
-0.96875,5,1.384099
0.0,6,1.385563
0.0,6,1.386915
0.0,6,1.388307
0.0,6,1.389716
0.0,6,1.391205
0.0,6,1.392538
0.0,6,1.393933
-0.96875,5,1.395407
0.0,6,1.396796
-0.9375,4,1.39771
0.0,6,1.399036
0.0,6,1.400483
0.0,6,1.401802
-0.96875,5,1.402916
-0.96875,5,1.404085
-0.96875,5,1.405283
0.0,6,1.40676
-0.96875,5,1.408194
-0.9375,4,1.409513
0.0,6,1.41104
0.0,6,1.412445
-0.96875,5,1.413581
-0.96875,5,1.415037
-0.96875,5,1.416369
-0.96875,5,1.417635
-0.96875,5,1.418806
0.0,6,1.420171
-0.9375,4,1.421206
-0.9375,4,1.422137
-0.96875,5,1.423618
-0.96875,5,1.424985
-0.96875,5,1.426743
0.0,6,1.428506
-0.96875,5,1.42972
0.0,6,1.431156
-0.96875,5,1.432586
0.0,6,1.434168
0.0,6,1.435776
0.0,6,1.437271
0.0,6,1.438916
0.0,6,1.440619
0.0,6,1.442476
0.0,6,1.444488
0.0,6,1.446283
0.0,6,1.447964
0.0,6,1.449723
-0.96875,5,1.451112
0.0,6,1.452789
-0.96875,5,1.454171
0.0,6,1.455711
-0.96875,5,1.457423
-0.96875,5,1.459491
0.0,6,1.46126
0.0,6,1.462905
-0.96875,5,1.464233
0.0,6,1.465915
0.0,6,1.4676
0.0,6,1.469231
-0.96875,5,1.470659
-0.96875,5,1.472101
-0.9375,4,1.473366
-0.96875,5,1.474715
-0.96875,5,1.476041
-0.9375,4,1.477222
-0.96875,5,1.478607
0.0,6,1.480161
0.0,6,1.481747
0.0,6,1.483506
0.0,6,1.485462
-0.96875,5,1.487085
-0.96875,5,1.488445
-0.96875,5,1.48991
-0.96875,5,1.49127
0.0,6,1.49281
-0.96875,5,1.4941
0.0,6,1.495787
-0.96875,5,1.497086
-0.96875,5,1.498465
0.0,6,1.50007
-0.96875,5,1.50149
0.0,6,1.503051
0.0,6,1.504495
-0.96875,5,1.505672
0.0,6,1.507231
0.0,6,1.508633
0.0,6,1.510029
-0.96875,5,1.511158
-0.96875,5,1.512374
-0.96875,5,1.513607
-0.9375,4,1.514529
0.0,6,1.515862
0.0,6,1.517329
0.0,6,1.518672
-0.96875,5,1.5198
0.0,6,1.521193
0.0,6,1.522618
-0.96875,5,1.523804
0.0,6,1.525625
-0.96875,5,1.526796
0.0,6,1.528303
0.0,6,1.529654
-0.96875,5,1.530867
0.0,6,1.532504
0.0,6,1.534144
0.0,6,1.535521
-0.9375,4,1.536453
-0.96875,5,1.537598
0.0,6,1.539095
0.0,6,1.540688
-0.96875,5,1.542308
-0.96875,5,1.543835
-0.96875,5,1.545104
-0.96875,5,1.546241
-0.96875,5,1.547441
-0.96875,5,1.548975
0.0,6,1.550454
0.0,6,1.551879
-0.96875,5,1.55302
0.0,6,1.554414
-0.96875,5,1.555768
0.0,6,1.557642
-0.96875,5,1.559218
-0.96875,5,1.560796
0.0,6,1.56236
0.0,6,1.563922
0.0,6,1.565586
-0.96875,5,1.567042
-0.96875,5,1.568614
-0.96875,5,1.570011
-0.96875,5,1.571354
0.0,6,1.573234
-0.96875,5,1.574681
-0.96875,5,1.576008
0.0,6,1.577624
-0.9375,4,1.578674
0.0,6,1.580292
-0.96875,5,1.581639
-0.96875,5,1.582999
-0.96875,5,1.584446
-0.9375,4,1.58604
0.0,6,1.587743
-0.96875,5,1.589063
-0.96875,5,1.590422
0.0,6,1.592152
-0.96875,5,1.593462
-0.96875,5,1.594743
-0.96875,5,1.596024
-0.9375,4,1.597154
0.0,6,1.598926
-0.96875,5,1.600499
-0.9375,4,1.60196
-0.96875,5,1.603604
0.0,6,1.605305
-0.96875,5,1.606754
-0.96875,5,1.608106
-0.96875,5,1.609722
-0.96875,5,1.611122
0.0,6,1.612721
-0.96875,5,1.614106
0.0,6,1.616062
-0.9375,4,1.617507
-0.96875,5,1.619168
0.0,6,1.621073
0.0,6,1.622792
0.0,6,1.624443
0.0,6,1.626042
0.0,6,1.627743
0.0,6,1.629443
0.0,6,1.631177
0.0,6,1.632772
-0.96875,5,1.63428
